Date,Symbol,Order,Shares
2010-01-22,IBM,BUY,100
2010-01-29,IBM,SELL,100
2010-07-06,IBM,BUY,100
2010-07-13,IBM,SELL,100
2010-07-16,IBM,BUY,100
2010-07-23,IBM,SELL,100
2010-08-26,IBM,BUY,100
2010-09-02,IBM,SELL,100
