Date,Symbol,Order,Shares
2008-10-03,IBM,SELL,100
2008-10-10,IBM,BUY,100
2008-11-13,IBM,SELL,100
2008-11-20,IBM,BUY,100
2008-12-01,IBM,BUY,100
2008-12-08,IBM,SELL,100
2008-12-24,IBM,BUY,100
2009-01-02,IBM,SELL,100
2009-01-14,IBM,BUY,100
2009-01-22,IBM,SELL,100
2009-07-10,IBM,BUY,100
2009-07-17,IBM,SELL,100
